"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1406","It should read a board by id","api","2026-09-14","passed","2026-09-14","Boards · functional","api/boards.spec.js","",""
"","3066","move a card to a list on a different board","api","2026-09-14","passed","2026-09-14","Update and deletion -> negative Cases","api/negative.spec.js","",""
"","1596","It should get every list on a board","api","2026-09-14","passed","2026-09-14","Boards · functional","api/boards.spec.js","",""
"","213","Credentials are never sent over cleartext HTTP","api","2026-09-14","passed","2026-09-14","Authentication and authorisation","api/auth.spec.js","",""
"","2975","It should read the cards in a list","api","2026-09-14","passed","2026-09-14","Lists -> functional","api/lists.spec.js","",""
"","1305","It should reject creating a list with no name","api","2026-09-14","passed","2026-09-14","Lists ->  negative Cases","api/negative.spec.js","",""
"","1390","It should read a list by id","api","2026-09-14","passed","2026-09-14","Lists -> functional","api/lists.spec.js","",""
"","151","It should reject reading a board that does not exist","api","2026-09-14","passed","2026-09-14","Boards -> negative Cases","api/negative.spec.js","",""
"","2040","It should archive a card","api","2026-09-14","passed","2026-09-14","Cards-> update","api/cards.update.spec.js","",""
"","2048","The board action log records the whole workflow","api","2026-09-14","passed","2026-09-14","Actions-> audit trail","api/actions.spec.js","",""
"","2179","It should set a due date and mark it complete","api","2026-09-14","passed","2026-09-14","Cards-> update","api/cards.update.spec.js","",""
"","2687","It should get every card on a board","api","2026-09-14","passed","2026-09-14","Boards · functional","api/boards.spec.js","",""
"","1967","It should reject creating a card with an invalid due date","api","2026-09-14","passed","2026-09-14","Cards ->  negative Cases","api/negative.spec.js","",""
"","205","It should reject reading a board with a invalid id","api","2026-09-14","passed","2026-09-14","Boards -> negative Cases","api/negative.spec.js","",""
"","1755","It should rename a list","api","2026-09-14","passed","2026-09-14","Lists -> functional","api/lists.spec.js","",""
"","3910","End to End flow board -> list -> card -> update -> cleanup","api","2026-09-14","passed","2026-09-14","Trello workflow","api/trello.workflow.spec.js","",""
"","223","It should reject reading a card that does not exist","api","2026-09-14","passed","2026-09-14","Cards ->  negative Cases","api/negative.spec.js","",""
"","1735","It should add a comment to a card","api","2026-09-14","passed","2026-09-14","Cards-> creation","api/cards.spec.js","",""
"","1687","It should create a card with a name and description","api","2026-09-14","passed","2026-09-14","Cards-> creation","api/cards.spec.js","",""
"","2096","It should show the card in its list and on its board","api","2026-09-14","passed","2026-09-14","Cards-> creation","api/cards.spec.js","",""
"","2382","It should move a card to another list","api","2026-09-14","passed","2026-09-14","Cards-> update","api/cards.update.spec.js","",""
"","2461","It should apply a label to a card","api","2026-09-14","passed","2026-09-14","Cards-> update","api/cards.update.spec.js","",""
"","1364","It should return only the requested fields","api","2026-09-14","passed","2026-09-14","Boards · functional","api/boards.spec.js","",""
